Commodity,Year,Value,State,ProdPractice
CORN,2012,18.60000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
HAY,2007,2.40000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2002,.90000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.50000,ARKANSAS,"IRRIGATED, PART OF CROP"
HAY,2012,1.30000,ARKANSAS,"IRRIGATED, NONE OF CROP"
HAY,2002,2.50000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
CORN,2002,7.70000,KANSAS,"IRRIGATED, NONE OF CROP"
CORN,2012,12.50000,INDIANA,"IRRIGATED, NONE OF CROP"
HAY,2012,3.00000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,WEST VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.80000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
CORN,2002,16.90000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,WEST VIRGINIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,10.50000,CALIFORNIA,"IRRIGATED, NONE OF CROP"
HAY,2012,.40000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,5.70000,VIRGINIA,"IRRIGATED, PART OF CROP"
HAY,2012,1.50000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,5.10000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2012,4.00000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.70000,OKLAHOMA,"IRRIGATED, PART OF CROP"
HAY,2012,1.00000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
HAY,2002,2.50000,GEORGIA,"IRRIGATED, PART OF CROP"
HAY,2007,1.40000,MICHIGAN,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,IDAHO,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.20000,FLORIDA,"IRRIGATED, ENTIRE CROP"
CORN,2002,14.40000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2002,1.00000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.40000,WYOMING,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.70000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MAINE,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.20000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,7.50000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.00000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ILLINOIS,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAY,2012,2.30000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.80000,MONTANA,"IRRIGATED, PART OF CROP"
HAY,2007,1.50000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,3.60000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2002,2.40000,OKLAHOMA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,5.90000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,7.20000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
SUGARCANE,2002,.00000,LOUISIANA,"IRRIGATED, PART OF CROP"
CORN,2007,23.80000,WASHINGTON,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2007,25.10000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2007,2.40000,OREGON,"IRRIGATED, PART OF CROP"
SUGARCANE,2012,35.70000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
CORN,2002,20.70000,OREGON,"IRRIGATED, PART OF CROP"
SUGARCANE,2002,28.60000,FLORIDA,"IRRIGATED, PART OF CROP"
HAY,2002,.90000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,3.80000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAY,2012,2.20000,KANSAS,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,WEST VIRGINIA,"IRRIGATED, PART OF CROP"
HAY,2007,1.60000,MISSOURI,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,1.80000,INDIANA,"IRRIGATED, PART OF CROP"
HAY,2007,3.70000,IOWA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.10000,OREGON,"IRRIGATED, ENTIRE CROP"
CORN,2007,17.00000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,INDIANA,"IRRIGATED, PART OF CROP"
CORN,2007,.00000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,NEW HAMPSHIRE,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,14.20000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
CORN,2012,13.40000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2012,2.10000,IOWA,"IRRIGATED, NONE OF CROP"
CORN,2002,20.50000,INDIANA,"IRRIGATED, ENTIRE CROP"
CORN,2007,.00000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAY,2007,3.50000,ILLINOIS,"IRRIGATED, NONE OF CROP"
CORN,2002,23.00000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,7.20000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,5.60000,WASHINGTON,"IRRIGATED, NONE OF CROP"
CORN,2002,21.40000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.60000,ARIZONA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,TENNESSEE,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.60000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.20000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2002,2.00000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.80000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,4.90000,KANSAS,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,5.40000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.20000,TEXAS,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,5.40000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.70000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,MINNESOTA,"IRRIGATED, PART OF CROP"
HAY,2002,2.10000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2002,1.70000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2012,2.20000,KANSAS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,4.90000,KANSAS,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,2.40000,KANSAS,"IRRIGATED, NONE OF CROP"
CORN,2012,26.80000,OREGON,"IRRIGATED, ENTIRE CROP"
SUGARCANE,2002,.00000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
HAY,2012,.80000,OHIO,"IRRIGATED, PART OF CROP"
HAY,2012,1.20000,OHIO,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,6.10000,OHIO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,.00000,OHIO,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.70000,KANSAS,"IRRIGATED, NONE OF CROP"
HAY,2012,.70000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.10000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.20000,MICHIGAN,"IRRIGATED, PART OF CROP"
HAY,2012,1.30000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2002,2.60000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2007,1.30000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,4.30000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,4.00000,MONTANA,"IRRIGATED, PART OF CROP"
CORN,2007,22.30000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,WEST VIRGINIA,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2002,35.10000,WASHINGTON,"IRRIGATED, ENTIRE CROP"
CORN,2002,13.80000,TENNESSEE,"IRRIGATED, NONE OF CROP"
HAY,2007,2.10000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAY,2012,2.10000,US TOTAL,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,6.40000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,4.10000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,MARYLAND,"IRRIGATED, NONE OF CROP"
SUGARBEETS,2007,25.80000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAY,2007,1.90000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2002,.80000,WYOMING,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2012,1.70000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.70000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2012,1.60000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2012,.00000,LOUISIANA,"IRRIGATED, PART OF CROP"
HAY,2012,2.80000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,3.10000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,2.80000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2002,1.90000,OREGON,"IRRIGATED, NONE OF CROP"
HAY,2007,2.00000,NEBRASKA,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,ALABAMA,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,OHIO,"IRRIGATED, PART OF CROP"
HAY,2007,.50000,ALASKA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.20000,SOUTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,10.40000,GEORGIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,11.40000,KANSAS,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,KENTUCKY,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2012,1.40000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2012,1.70000,IOWA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,NEVADA,"IRRIGATED, ENTIRE CROP"
CORN,2012,14.90000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2007,.00000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2002,1.80000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAY,2007,2.60000,ALABAMA,"IRRIGATED, ENTIRE CROP"
CORN,2007,17.20000,MISSOURI,"IRRIGATED, PART OF CROP"
HAY,2007,3.60000,DELAWARE,"IRRIGATED, NONE OF CROP"
HAY,2007,2.00000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.90000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2007,2.70000,ALABAMA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.70000,WEST VIRGINIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,VERMONT,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,3.30000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2007,1.20000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.20000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAY,2012,2.60000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,DELAWARE,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,NEW JERSEY,"IRRIGATED, PART OF CROP"
CORN,2012,18.70000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
CORN,2012,13.00000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,6.90000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.80000,MICHIGAN,"IRRIGATED, ENTIRE CROP"
HAY,2007,8.90000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2012,3.70000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2012,1.30000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAY,2007,3.10000,NEW MEXICO,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,MASSACHUSETTS,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.00000,TENNESSEE,"IRRIGATED, NONE OF CROP"
HAY,2002,.70000,WYOMING,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,.00000,VERMONT,"IRRIGATED, PART OF CROP"
HAY,2012,3.10000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.60000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.00000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.40000,OKLAHOMA,"IRRIGATED, PART OF CROP"
HAY,2012,2.00000,MARYLAND,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,NEW YORK,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,3.50000,FLORIDA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.90000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2007,4.50000,ILLINOIS,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.90000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2012,2.00000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.80000,MISSOURI,"IRRIGATED, PART OF CROP"
HAY,2007,3.60000,KANSAS,"IRRIGATED, PART OF CROP"
HAY,2007,2.20000,CONNECTICUT,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.30000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.00000,INDIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.00000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAY,2002,1.60000,MINNESOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.70000,LOUISIANA,"IRRIGATED, ENTIRE CROP"
CORN,2007,26.90000,IDAHO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,8.90000,MISSOURI,"IRRIGATED, PART OF CROP"
HAY,2012,2.80000,KENTUCKY,"IRRIGATED, NONE OF CROP"
HAY,2012,2.50000,KENTUCKY,"IRRIGATED, PART OF CROP"
HAY,2002,2.90000,MARYLAND,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,4.00000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
CORN,2002,11.70000,VIRGINIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,13.90000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,4.40000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAY,2012,3.50000,MISSOURI,"IRRIGATED, PART OF CROP"
HAY,2012,1.90000,MISSOURI,"IRRIGATED, PART OF CROP"
CORN,2012,19.80000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
CORN,2012,13.10000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2012,4.20000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
SUGARBEETS,2007,23.70000,NEBRASKA,"IRRIGATED, ENTIRE CROP"
HAY,2002,2.90000,MICHIGAN,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,8.10000,UTAH,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,VERMONT,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,3.70000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,5.00000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,OREGON,"IRRIGATED, PART OF CROP"
HAY,2002,3.70000,IOWA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,TENNESSEE,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,DELAWARE,"IRRIGATED, PART OF CROP"
CORN,2002,6.60000,WYOMING,"IRRIGATED, NONE OF CROP"
HAY,2002,4.90000,INDIANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,6.50000,UTAH,"IRRIGATED, PART OF CROP"
HAY,2002,2.40000,COLORADO,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.30000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAY,2007,1.40000,MAINE,"IRRIGATED, NONE OF CROP"
CORN,2002,25.20000,ARIZONA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,7.00000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,ILLINOIS,"IRRIGATED, ENTIRE CROP"
CORN,2002,.00000,NEW HAMPSHIRE,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,6.00000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,.00000,GEORGIA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.50000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2002,3.10000,WASHINGTON,"IRRIGATED, PART OF CROP"
CORN,2007,6.50000,WYOMING,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,7.20000,NEW HAMPSHIRE,"IRRIGATED, NONE OF CROP"
HAY,2007,2.30000,TENNESSEE,"IRRIGATED, NONE OF CROP"
HAY,2007,1.00000,ALABAMA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,CONNECTICUT,"IRRIGATED, NONE OF CROP"
CORN,2002,14.10000,ALABAMA,"IRRIGATED, ENTIRE CROP"
CORN,2012,14.70000,TEXAS,"IRRIGATED, PART OF CROP"
HAY,2007,2.50000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,ALASKA,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
HAY,2012,5.50000,TEXAS,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.00000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2012,1.30000,TEXAS,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,4.20000,TEXAS,"IRRIGATED, NONE OF CROP"
HAY,2012,1.10000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,10.20000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,7.40000,NEW MEXICO,"IRRIGATED, NONE OF CROP"
HAY,2002,1.50000,SOUTH DAKOTA,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,4.00000,SOUTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,6.00000,WISCONSIN,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,7.40000,UTAH,"IRRIGATED, ENTIRE CROP"
HAY,2012,.00000,MAINE,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,MAINE,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.90000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2007,1.30000,KANSAS,"IRRIGATED, PART OF CROP"
HAY,2002,1.00000,NEBRASKA,"IRRIGATED, PART OF CROP"
HAY,2012,.00000,NEW YORK,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,10.10000,CALIFORNIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,5.80000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,3.00000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.80000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,2.40000,MONTANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,4.50000,PENNSYLVANIA,"IRRIGATED, NONE OF CROP"
CORN,2012,21.90000,MONTANA,"IRRIGATED, ENTIRE CROP"
CORN,2012,13.40000,MONTANA,"IRRIGATED, NONE OF CROP"
HAY,2002,2.60000,KANSAS,"IRRIGATED, ENTIRE CROP"
HAY,2007,.00000,NEW HAMPSHIRE,"IRRIGATED, PART OF CROP"
HAY,2007,2.40000,UTAH,"IRRIGATED, PART OF CROP"
HAYLAGE,2002,.00000,WEST VIRGINIA,"IRRIGATED, NONE OF CROP"
HAY,2002,4.00000,CALIFORNIA,"IRRIGATED, ENTIRE CROP"
CORN,2002,6.40000,SOUTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.90000,NEW YORK,"IRRIGATED, NONE OF CROP"
HAY,2002,1.20000,UTAH,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,7.90000,MISSISSIPPI,"IRRIGATED, NONE OF CROP"
HAYLAGE,2007,1.20000,MISSOURI,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,.00000,MINNESOTA,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.00000,ALABAMA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.50000,MISSOURI,"IRRIGATED, NONE OF CROP"
CORN,2007,24.80000,US TOTAL,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,IOWA,"IRRIGATED, NONE OF CROP"
HAY,2007,1.30000,ALABAMA,"IRRIGATED, PART OF CROP"
HAY,2007,1.80000,MAINE,"IRRIGATED, NONE OF CROP"
HAY,2002,1.30000,NEBRASKA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,NEW MEXICO,"IRRIGATED, ENTIRE CROP"
HAY,2007,3.30000,ILLINOIS,"IRRIGATED, PART OF CROP"
HAY,2012,3.00000,NEVADA,"IRRIGATED, ENTIRE CROP"
HAY,2007,1.80000,NORTH CAROLINA,"IRRIGATED, NONE OF CROP"
HAY,2002,3.30000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2002,3.20000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAY,2002,.00000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2002,.00000,KENTUCKY,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.20000,ARKANSAS,"IRRIGATED, NONE OF CROP"
HAY,2002,2.40000,NEW JERSEY,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,MISSISSIPPI,"IRRIGATED, PART OF CROP"
HAY,2007,4.30000,NORTH DAKOTA,"IRRIGATED, ENTIRE CROP"
HAY,2012,1.50000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,6.00000,MISSOURI,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,4.50000,US TOTAL,"IRRIGATED, NONE OF CROP"
CORN,2012,20.30000,SOUTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2007,.00000,MISSISSIPPI,"IRRIGATED, ENTIRE CROP"
CORN,2007,22.90000,WASHINGTON,"IRRIGATED, PART OF CROP"
HAY,2007,.00000,MASSACHUSETTS,"IRRIGATED, NONE OF CROP"
HAY,2007,1.10000,PENNSYLVANIA,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,4.90000,VIRGINIA,"IRRIGATED, ENTIRE CROP"
HAY,2002,1.90000,MARYLAND,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,ALASKA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,6.20000,NEW MEXICO,"IRRIGATED, PART OF CROP"
HAY,2002,1.30000,OKLAHOMA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,IOWA,"IRRIGATED, NONE OF CROP"
CORN,2007,10.60000,NORTH DAKOTA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,6.20000,COLORADO,"IRRIGATED, ENTIRE CROP"
HAY,2007,2.50000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2012,2.80000,NORTH CAROLINA,"IRRIGATED, ENTIRE CROP"
HAY,2012,2.80000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,.00000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAYLAGE,2012,7.60000,NORTH CAROLINA,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,OHIO,"IRRIGATED, PART OF CROP"
HAY,2002,2.10000,MISSOURI,"IRRIGATED, NONE OF CROP"
HAY,2002,2.60000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAY,2007,4.50000,FLORIDA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2002,5.00000,CALIFORNIA,"IRRIGATED, PART OF CROP"
CORN,2007,18.80000,IOWA,"IRRIGATED, NONE OF CROP"
CORN,2002,12.50000,US TOTAL,"IRRIGATED, NONE OF CROP"
HAY,2002,1.40000,MONTANA,"IRRIGATED, PART OF CROP"
CORN,2002,.00000,OHIO,"IRRIGATED, PART OF CROP"
HAY,2002,.00000,ARKANSAS,"IRRIGATED, PART OF CROP"
HAYLAGE,2007,4.10000,LOUISIANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,5.50000,MARYLAND,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,.00000,NORTH DAKOTA,"IRRIGATED, PART OF CROP"
CORN,2007,17.40000,OHIO,"IRRIGATED, NONE OF CROP"
HAYLAGE,2002,7.00000,WISCONSIN,"IRRIGATED, PART OF CROP"
HAY,2002,3.60000,KANSAS,"IRRIGATED, PART OF CROP"
HAY,2002,2.40000,IDAHO,"IRRIGATED, PART OF CROP"
HAY,2002,1.20000,VIRGINIA,"IRRIGATED, NONE OF CROP"
HAY,2012,1.30000,MONTANA,"IRRIGATED, NONE OF CROP"
HAYLAGE,2012,4.80000,MONTANA,"IRRIGATED, ENTIRE CROP"
HAYLAGE,2012,5.50000,MONTANA,"IRRIGATED, PART OF CROP"
CORN,2012,.00000,MASSACHUSETTS,"IRRIGATED, PART OF CROP"
